user_id, title, author, publisher, isbn, language, no_of_exchanges, rating
UawkpnuSBDFukw5CknRE72,Into Thin Air,Jon Krakauer,Anchor,9780679462712,English,5,4.5
n7mb9m5rvdCU2S9FvBfC34,The Indifferent Stars Above: The Harrowing Saga of the Donner Party,Daniel James Brown,Harper Collins,9780061877254,English,2,4.6
MrW6b8LDiyNVi5uX3W5X8u,Spacewalker: My Journey in Space and Faith as NASA's Record-setting Frequent Flyer,Jerry Lynn Ross,Purdue University Press,9781557536310,English,2,5.0
eAqNT7HHddkMCd3Vos92tv,The Lost Canyon of Gold: The Discovery of the Legendary Lost Adams Diggings,W. C. Jameson,Rowman & Littlefield,9781493031153,English,7,0
PUdWvLkTMFWFqAqsvezwhg,The Art of Resilience: Strategies for an Unbreakable Mind and Body,Ross Edgley,HarperCollins,9780008356965,English,7,4.8
SgqR9E2gBoGjzZNNufTm8H,Marco Polo,Laurence Bergreen,Vintage,9780307267696,English,8,4.2
kjwv6t4JiMxYu7LUPXgfvS,The Moth and the Mountain: A True Story of Love| War| and Everest,Ed Caesar,Simon and Schuster,9781501143397,English,3,0
W4exjyEVebqRjDhG8GhVms,438 Days: An Extraordinary True Story of Survival at Sea,Jonathan Franklin,Simon and Schuster,9781501116315,English,8,4.8
KSfGRmwr7mTXVyKRo8nrHC,The Push: A Climber's Search for the Path,Tommy Caldwell,Penguin,9780399562723,English,0,4.7
c8bkMAS64LZc9NDmAgX9sM,The Impossible First: From Fire to Ice—Crossing Antarctica Alone,Colin O'Brady,Simon and Schuster,9781982133139,English,3,4.3
nBYZMfyS2VdYFMVxgebCwF,Mawson's Will: The Greatest Polar Survival Story Ever Written,Lennard Bickel,Steerforth,9781586421939,English,5,2.0
fxbCAbRgzrX2wUaL8DuY3S,In Patagonia,Bruce Chatwin,Penguin,9781101503140,English,0,3.6
8i5ofjdBCCigeMmuZX5wyY,Incredible Hunting Stories: Classic Tales from the Field,Jay Cassell,Simon and Schuster,9781510713833,English,8,0
NBVNvWLh59hL6ytCFwxYpA,Into the Abyss: An Extraordinary True Story,Carol Shaben,Grand Central Publishing,9781455545629,English,3,4.0
daDTG6tSjJDRKYzGRXwcNb,Miracle in the Andes: 72 Days on the Mountain and My Long Trek Home,Nando Parrado,Crown,9780307347022,English,1,4.7
CEDgJ66N7sJicvx4LUTiPT,Wind| Sand and Stars,Antoine de Saint-Exupéry,Houghton Mifflin Harcourt,9780547546728,English,9,4.8
GeZJyezAVABJV4UNnkm62Z,Blue Highways: A Journey into America,William Least Heat-Moon,Little| Brown,9780316218542,English,4,4.8
krRZXQbENncZbULojPTDfM,The Hard Way Around: The Passages of Joshua Slocum,Geoffrey Wolff,Vintage,9780307594631,English,1,5.0
WiUw5bosVXSWgutKKPocUP,Alone on the Ice: The Greatest Survival Story in the History of Exploration,David Roberts,W. W. Norton & Company,9780393089646,English,6,4.1
NBE2EE9xopEh8UhQxp2bQo,Treasure Hunter: A Memoir of Caches| Curses| and Confrontations| Edition 2,W. C. Jameson,Rowman & Littlefield,9781589799936,English,8,4.0
QeUJrGoA8b9e8sHpuX5hhT,The Adventures Of An Elephant Hunter With Illustrations,James Sutherland,Read Books Ltd,9781447498698,English,9,5.0
WGwmFZSFf6LkPbJn7w6PNC,The Seduction of Discipline,E.L Discipline,AuthorHouse,9781524696023,English,2,5.0
oYyNEMgbM739JP4ohqhjx5,The Last Season,Eric Blehm,Harper Collins,9780061869990,English,0,3.8
Ci9XdNSfSCrPwRH337VvVL,Treasure Hunter: Diving for Gold on North America's Death Coast,Robert MacKinnon,Penguin,9781101580967,English,1,5.0
byTZekCFZqRzhLHHb8wTr4,The Bounty Mutiny,William Bligh,Penguin,9781101177099,English,9,4.5
477C4eKV4qyCuLr43EvAHv,Mad| Bad and Dangerous to Know: Updated and revised to celebrate the author''s 75th year,Ranulph Fiennes,Hodder & Stoughton,9781848944404,English,1,4.7
NcLob2mAyufu2tBUuh3bEW,The Third Man Factor,John Geiger,Hachette Books,9781602861169,English,7,5.0
5H2UZbrm9n95CA8sqaXbrD,After the Lost Franklin Expedition: Lady Franklin and John Rae,Peter Baxter,Pen and Sword History,9781526727381,English,4,0
2tMFJ2XvGSx4gacoDYGrCF,Icebound: Shipwrecked at the Edge of the World,Andrea Pitzer,Simon and Schuster,9781982113360,English,9,4.0
i7BFGd7n6ZwBiw8fxE3Ksh,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,Michael Finkel,Vintage,9781101875698,English,0,4.4
hBPqb49touHgd32SqwzbwA,Undaunted Courage: Meriwether Lewis Thomas Jefferson and the Opening,Stephen E. Ambrose,Simon and Schuster,9781439126172,English,2,4.3
LsomuaWbgDaUBbkJpTFbKe,Running Against the Tide: True Tales from the Stud of the Sea,Captain Lee,Simon and Schuster,9781501184468,English,5,4.5
ntFPw4KM95dDVWK6VQTYUy,Death in the Long Grass: A Big Game Hunter's Adventures in the African Bush,Peter Hathaway Capstick,St. Martin's Press,9781466803923,English,1,4.7
S8u8G7gKm7Q8ZxjbyGerej,Death in the Silent Places,Peter Hathaway Capstick,St. Martin's Press,9781466803947,English,5,4.8
RsQjh2zxWYvRzxdyJ4udXu,The Republic of Pirates: Being the True and Surprising Story of the Caribbean Pirates and the Man Who Brought Them Down,Colin Woodard,Houghton Mifflin Harcourt,9780547415758,English,3,4.2
8876bP7eZtq6U4Ec6LEPf6,Lost in the Jungle,Yossi Ghinsberg,Simon and Schuster,9781626367333,English,0,4.4
gYgcbPZicnDGTDY9TXYp8J,Into Africa: The Epic Adventures of Stanley and Livingstone,Martin Dugard,Crown,9780385504522,English,7,4.0
5K3bRgHtVHxj3msTgqKA5t,Captain Bligh's Portable Nightmare: From the Bounty to Safety—4|162 Miles across the Pacific in a Rowing Boat,John Toohey,Simon and Schuster,9781510729209,English,5,3.8
3e9UUEvWvJZMK5Uv7bjCuN,Travels,Michael Crichton,Vintage,9780307816498,English,3,4.3
2Hsg2CN3gBkczMFuf9eDSE,Death in the Dark Continent,Peter Hathaway Capstick,St. Martin's Press,9781466803930,English,9,4.5
NQSwjEW9sFKvZyPs2gPB4Z,Alive: The Story of the Andes Survivors,Piers Paul Read,Open Road Media,9781504039123,English,1,4.4
bf9sttrNQnfTxNSUEjAWxB,West with the Night,Beryl Markham,Open Road Media,9781453237915,English,9,4.5
7EyBn3UPbVThDDgSWMrFxi,Race and the University: A Memoir,George Henderson,University of Oklahoma Press,9780806183367,English,9,0
RZ9QKKN4BLapQ7ajJ6apW7,Summit Fever,Andrew Greig,Canongate Books,9781847677501,English,4,5.0
7j8JWj5RKdgUDTtgDtJT5t,Mission to Tibet: The Extraordinary Eighteenth-Century Account of Father Ippolito Desideri S. J.,Ippolito Desideri,Simon and Schuster,9780861719303,English,5,0
eKUEoCyeDu9KeW9dYiEzdm,Land of Tears: The Exploration and Exploitation of Equatorial Africa,Robert Harms,Basic Books,9781541699663,English,7,0
dhQxwzquNgmUbdrH3RPQiu,Endurance: Shackleton's Extraordinary Voyage,Daniel Bryce,New Word City,9781612308333,English,6,4.6
Aas6csxY5DLVAu6MquPd6X,Minus 148 Degrees: First Winter Ascent of Mount McKinley| Anniversary Edition,Art Davidson,Mountaineers Books,9781594858659,English,1,3.8
PBSbfovqrAkH8nTaARq6Tt,Breath: The New Science of a Lost Art,,Penguin Random House Audio,9780593211519,English,3,4.7
gjNLhXqYooLdBqHAKfHdaW,Crossing the Line: A Fearless Team of Brothers and the Sport That Changed Their Lives Forever,,Macmillan Audio,9781250789983,English,6,0
Mqo7PER7HDmQZaihdm8Vm8,Shoe Dog: A Memoir by the Creator of Nike,,Simon and Schuster,9781508211815,English,1,4.7
Q5DycThaDvtHktg6p9CjSv,Range: Why Generalists Triumph in a Specialized World,,Penguin Random House Audio,9781984888433,English,6,4.8
NLzMMHyimZ6j3UbZXeGyvz,Bravey: Chasing Dreams| Befriending Pain| and Other Big Ideas,,Penguin Random House Audio,9780593286739,English,6,5.0
oBTEWb4mtdCyM8He3i8H8f,Relentless: From Good to Great to Unstoppable,,Simon and Schuster,9781797121765,English,2,4.9
UE7iL5MYXbNRZRzTsU4Pi7,Bushcraft 101: A Field Guide to the Art of Wilderness Survival,,Simon and Schuster,9781508277361,English,5,5.0
XPWUdcKzpprHrVMnmCY4Pp,The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,,Penguin Random House Audio,9780739368459,English,2,4.2
2kuTdexdgq9vRZKbWFBBPm,The Book of Five Rings,,Tantor Media Inc,9781400188529,English,1,4.4
dcqkoRLvvP5Dr5tvkTp8ib,Be Water| My Friend: The Teachings of Bruce Lee,,Macmillan Audio,9781250759832,English,7,4.7
8ioGpgTGZcNjGYoZzhpA6a,Bruce Lee The Art of Expressing the Human Body,,Tantor Media Inc,9781705208502,English,2,5.0
RHfpQr6WqUhPVpFwHGTYTr,Spy Secrets That Can Save Your Life: A Former CIA Officer Reveals Safety and Survival Techniques to Keep You and Your Family Protected,,Penguin Random House Audio,9780698411319,English,6,4.8
Hb8mXn2gvHUcLgQYNhEVhS,438 Days: An Extraordinary True Story of Survival at Sea,,Simon and Schuster,9781442396029,English,1,4.8
YvNX72d6XA2k6XGH4EQcrg,Running with Sherman: The Donkey with the Heart of a Hero,,Penguin Random House Audio,9781524778774,English,5,4.5
MX2MJ4J2pYbTsywe5zhd29,Hagakure: The Secret Wisdom of the Samurai,,Tantor Media Inc,9781977347893,English,4,5.0
8PmAPcyDWWqjBu2upbjNHv,Deep Survival: Who Lives| Who Dies| and Why: True Stories of Miraculous Endurance and Sudden Death,,Blackstone Audio Inc.,9781481581264,English,1,5.0
BqgETMqogpvZ3oWDhx3bCX,Where Men Win Glory: The Odyssey of Pat Tillman,,Penguin Random House Audio,9780739357859,English,7,4.7
3EQoUyhRogrKuKDXgHmV7y,Death of the Territories: Expansion| Betrayal and the War that Changed Pro Wrestling Forever,,Tantor Media Inc,9781977346964,English,3,5.0
PGjGfJ8f8LDcxQ6q5RNpNH,Breathing for Warriors: Master Your Breath to Unlock More Strength| Greater Endurance| Sharper Precision| Faster Recovery| and an Unshakable Inner Game,,Macmillan Audio,9781250264022,English,0,4.0
GW4nNTiWL9SL8oXmboPpaf,Finding Ultra: Rejecting Middle Age| Becoming One of the World's Fittest Men| and Discovering Myself,,Blackstone Audio Inc.,9781481591508,English,7,4.5
LtMSNrhNPNohhTpVAa8E9f,Happy| Happy| Happy: My Life and Legacy as the Duck Commander,,Simon and Schuster,9781442366114,English,9,4.2
kYDssk3geH3oT36xcmuXWm,When Violence Is the Answer: Learning How to Do What It Takes When Your Life Is at Stake,,Hachette Audio,9781478964049,English,2,0
nbavWFeyp9h5Lmd62NXz4A,The Push: A Climber's Journey of Endurance| Risk| and Going Beyond Limits,,Penguin Random House Audio,9781524778132,English,6,0
35bVkwvC8e6M2XnxryeyKy,A Most Beautiful Thing: The True Story of America's First All-Black High School Rowing Team,,Macmillan Audio,9781250764126,English,2,0
X37wVYpHLZxUj9TeP6hjkf,Tiger Woods,,Simon and Schuster,9781508252573,English,4,3.6
DHbpS5kA8Q2QsASsG77Z7w,I Came As a Shadow: An Autobiography,,Macmillan Audio,9781250800787,English,1,5.0
MmErZGaA3whfS4VtrLRfPh,Eleven Rings: The Soul of Success,,Penguin Random House Audio,9781101620120,English,0,5.0
ScJ6h9fGawxHSkMcEASs7F,Under the Black Hat: My Life in the WWE and Beyond,,Simon and Schuster,9781797109428,English,5,4.8
6R3wkE5rHdxoiof9P9fFRJ,Meat Eater: Adventures from the Life of an American Hunter,,Penguin Random House Audio,9780593163566,English,4,4.6
GhnmRWAKyW9Yxjb65YRpJs,Advanced Bushcraft: An Expert Field Guide to the Art of Wilderness Survival,,Simon and Schuster,9781797114835,English,8,0
ikGHJsnf2gJLVMqvse9Nfb,Moneyball: The Art of Winning an Unfair Game,,Penguin Random House Audio,9780736698016,English,1,4.0
conjhY25Crgge9gUmMb92X,It Takes What It Takes: How to Think Neutrally and Gain Control of Your Life,,HarperAudio,9780062947154,English,6,4.5
WHCZWZpuN4EYEJKycXb6KE,To Shake the Sleeping Self: A Journey from Oregon to Patagonia| and a Quest for a Life with No Regret,,Penguin Random House Audio,9780525588450,English,2,4.0
ezHDdzNugyKpWEtGbD7R4X,The Art of Resilience: Strategies for an Unbreakable Mind and Body,,HarperCollins,9780008356972,English,1,4.8
NLcCGy4fje4z65d7cUSQJ6,The Secret Race: Inside the Hidden World of the Tour de France: Doping| Cover-ups| and Winning at All Costs,,Penguin Random House Audio,9780385392983,English,9,0
nJ2g6N76kJ9hXESiPJMJsi,Winning Ugly: Mental Warfare in Tennis---Lessons from a Master,,Tantor Media Inc,9781452683706,English,7,0
SuZyDJ2XahKrNhXu927vy3,Pee Wees: Confessions of a Hockey Parent,,Macmillan Audio,9781250792389,English,8,0
eGvxQWMuzjr6fsYcub7jPN,Alone on the Wall,,Blackstone Audio Inc.,9781504643931,English,3,0
G2G8CeRaoPJZJGM9AbPTp7,The Champion's Mind: How Great Athletes Think| Train| and Thrive,,Tantor Media Inc,9781494572822,English,0,3.7
ZJW4UXsqAqkYvuStaWwveH,Friday Night Lights: A Town| A Team| And A Dream,,Recorded Books,9781501911491,English,1,5.0
JrmrsnFB7fUBSzY3j9yJ4g,How to Build a Car: The Autobiography of the World’s Greatest Formula 1 Designer,,HarperCollins,9780008196820,English,0,5.0
SzmE8vBYvfyfLQ7sRSjJvK,Survive Like a Spy: Real CIA Operatives Reveal How They Stay Safe in a Dangerous World and How You Can Too,,Penguin Random House Audio,9780525500650,English,3,0
D89jPnnvbNJfXTDgapaeof,Commander in Cheat: How Golf Explains Trump,,Hachette Audio,9781549118692,English,1,5.0
AnEm3pPXTEaVJe4FfnbPzi,Undisputed Truth,,Penguin Random House Audio,9781101620786,English,0,4.3
Cv8EViXMUgmFSreusqP5Wp,Born to Run: A Hidden Tribe| Superathletes| and the Greatest Race the World Has Never Seen,,Penguin Random House Audio,9780739383735,English,8,4.5
n2WpxCasGX4bDg4XFV29dV,The Sixth Man: A Memoir,,Penguin Random House Audio,9781984888327,English,9,4.5
Ac5UToP9eEXvT8LQqs3AHW,The Climb: Tragic Ambitions on Everest,,Recorded Books,9781456125134,English,8,5.0
eN9ufDqpYmVgqGXsUhETKh,Forty Million Dollar Slaves: The Rise| Fall| and Redemption of the Black Athlete,,Tantor Media Inc,9781541478848,English,4,3.7
6zn8X8orhhuuwHAkaBrSSC,Practical Mental Toughness Training for Boxing: Using Visualization to Control Fear| Anxiety| and Doubt,,Author's Republic,9781518991288,English,4,3.4
KYyMVEmbdYjLCeTt9PrFPC,How to Stay Alive in the Woods: A Complete Guide to Food| Shelter and Self-Preservation Anywhere,,Tantor Media Inc,9781541484795,English,0,0
GUuKxfwpx63HoJwXCkBZFU,Into the Wild,,Penguin Random House Audio,9780739358054,English,6,4.6
T7EYq6G8UGVSry57esnjLd,Quit Like a Millionaire: No Gimmicks| Luck| or Trust Fund Required,,Penguin Random House Audio,9781984891259,English,9,4.4
c3GXtJu8Egirc3tgMXLJff,Deep Survival: Who Lives| Who Dies| and Why: True Stories of Miraculous Endurance and Sudden Death,,Blackstone Audio Inc.,9781481581264,English,1,5.0
o5xD8tqr7GTzi5q8uCNSiM,A Walk in the Woods: Rediscovering America on the Appalachian Trail,,Penguin Random House Audio,9780385367721,English,9,4.6
hDS8wfaAi4rHDnfYkqRzQ5,What I Was Doing While You Were Breeding: A Memoir,,Tantor Media Inc,9781494571856,English,1,0
MkD4SRKt94bGraZYM4TTh6,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,,Penguin Random House Audio,9780385367660,English,0,0
DfsnnTYRJ828eejSnfqCGr,Into Thin Air: A Personal Account of the Mt. Everest Disaster,,Penguin Random House Audio,9781415920626,English,2,4.7
XhUUHRrXNJyiWSkaFMBAY5,In a Sunburned Country,,Penguin Random House Audio,9780553753172,English,5,3.7
WDFSWzTdjYYGA6Rec9gFjj,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,,Penguin Random House Audio,9781101924914,English,0,5.0
RgfaL9XwtjF8bBn7sd8d4z,Eat| Pray| Love: One Woman's Search for Everything Across Italy| India and Indonesia,,Penguin Random House Audio,9780786553808,English,7,4.4
HnCftgJ7rAwP8pcKUNMefS,Leave Only Footprints: My Acadia-to-Zion Journey Through Every National Park,,Penguin Random House Audio,9781984884299,English,9,0
PNmjxVypFRcW4EXfqfTZF4,To Shake the Sleeping Self: A Journey from Oregon to Patagonia| and a Quest for a Life with No Regret,,Penguin Random House Audio,9780525588450,English,1,4.0
WDe377CCrUWfDc5eHHwvjW,The 99% Invisible City: A Field Guide to the Hidden World of Everyday Design,,HMHAudiobooks,9780358396369,English,1,5.0
GbrrTT2qD9ti4EaKd43ZcJ,The Eye of the Elephant: An Epic Adventure in the African Wilderness,,Tantor Media Inc,9781977345646,English,7,0
bNwysLhCzmkLsfpyUXcxug,The Rock| the Road| and the Rabbi: My Journey into the Heart of Scriptural Faith and the Land Where It All Began,,Thomas Nelson,9780785221012,English,2,5.0
oGugtomLP7oqo66GM8Aqkk,Blue Highways: A Journey into America,,Hachette Audio,9781478977476,English,7,5.0
4Z84kGTzY7jdE5Xe9mPgtA,Born to Run: A Hidden Tribe| Superathletes| and the Greatest Race the World Has Never Seen,,Penguin Random House Audio,9780739383735,English,3,4.5
CoajdCpzJtpbHPyezrsBF5,Trace: Memory| History| Race| and the American Landscape,,Tantor Media Inc,9781977379078,English,2,0
MQM4QuGH7emeGCALBEXLqA,One Man's Wilderness: An Alaskan Odyssey,,Tantor Media Inc,9781400189533,English,5,4.7
JMHWNW3PENmXD6eTtEH973,South: A Memoir of the Endurance Voyage,,Blackstone Audio Inc.,9781483088785,English,5,0
LCmVYSa35SkH4XYKrzvVhP,The Great Railway Bazaar: By Train Through Asia,,W F Howes,9781407464718,English,3,0
CTW8UH7kPry7vfA6kFRvA8,The Sweet Life in Paris: Delicious Adventures in the World's Most Glorious---and Perplexing---City,,Tantor Media Inc,9781452678283,English,1,0
VK5HoVEpX8af3mtBo3rUnZ,Two Years Before the Mast: A Personal Narrative of Life at Sea,,Tantor Media Inc,9781452670317,English,5,5.0
mgf2EbMcbnQxW7G4VQXePa,Microadventures: Local Discoveries for Great Escapes,,William Collins,9780008354183,English,7,0
AEje9tTJPUX457kzFEaiXj,Travels with Charley in Search of America,,Penguin Random House Audio,9781101530979,English,2,4.3
oJGbznwKU6NM3J2AQarBhe,Nala's World: One Man| His Rescue Cat| and a Bike Ride around the Globe,,Hachette Audio,9781549104466,English,2,5.0
RasioeFk8m3rqrGCvXKeeu,Where I Come From: Stories from the Deep South,,Penguin Random House Audio,9780593292259,English,4,0
aXKPxU39FNVPtvvGBj3npc,Alone Against the North: An Expedition into the Unknown,,Penguin Random House Audio,9780735239029,English,8,5.0
jyGYRLXP2WYBgRVA6c5NEe,Natural Born Heroes: How a Daring Band of Misfits Mastered the Lost Secrets of Strength and Endurance,,Penguin Random House Audio,9780804194150,English,3,3.7
RKTtUvjeWi4J9yqssYDenV,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,,Penguin Random House Audio,9780739376997,English,0,3.5
7LLzVVPs9kdZAPsFUQBWaN,Green Hills of Africa,,Simon and Schuster,9780743563567,English,2,3.0
CXiS49oy9hDmzrurHvKkhh,The Bonjour Effect: The Secret Codes of French Conversation Revealed,,Tantor Media Inc,9781541481800,English,2,0
EPtPrNu9Nep9aGHwuRFXLz,Best. State. Ever.: A Florida Man Defends His Homeland,,Recorded Books,9781501930270,English,9,5.0
aNLjVR55cVXpF3X5M9XYYj,Tales of the Alhambra (Selected stories),,Strelbytskyy Multimedia Publishing,,English,6,5.0
KuxbtACfhDEoLJ8bejGfAg,The Deepest South of All: True Stories from Natchez| Mississippi,,Simon and Schuster,9781797108599,English,2,0
Kh3k9ZL6DkeZq9iypKTxd8,From Scratch: A Memoir of Love| Sicily| and Finding Home,,Simon and Schuster,9781508283829,English,1,3.0
FdHGcDegMDmA6Yxv5jkJLr,Adventures on the Wine Route: A Wine Buyer's Tour of France (25th Anniversary Edition),,Tantor Media Inc,9781705234686,English,4,0
EuLkZSKxHwPbXTzrNvQhyZ,K2: Life and Death on the World's Most Dangerous Mountain,,Penguin Random House Audio,9780739384718,English,5,5.0
5CcWXvR3RsHqHN6KG8vPPH,The Will to Climb: Obsession and Commitment and the Quest to Climb Annapurna--the World's Deadliest Peak,,Penguin Random House Audio,9780307944139,English,2,5.0
StHWSmgqii78RpFQLD55N4,Rediscovering Travel: A Guide for the Globally Curious,,Highbridge Audio,9781684414376,English,0,0
PrQoJAmdhG6S5Ah5GSfi3K,The Simple Life Guide To RV Living: The Road to Freedom and the Mobile Lifestyle Revolution,,Second Nature Publishing| LLC,9781987179972,English,9,0
DWnusCE6izcbobYxxG8bns,Learn German for Beginners & Dummies,,Glenn Nora,9781094281599,English,6,4.4
VCGWDh2zVzCyQZ4287EP6X,The Peregrine,,William Collins,9780008388249,English,2,0
5waWZYhuS3seq6bZ35jZKk,The Happiness of Pursuit: Finding the Quest That Will Bring Purpose to Your Life,,Penguin Random House Audio,9780804165235,English,3,5.0
FhEEJ9vCMRQPrxX6M6nH4d,Grandma Gatewood's Walk: The Inspiring Story of the Woman Who Saved the Appalachian Trail,,Tantor Media Inc,9781494577933,English,4,4.0
CVajoKYFEHKyv53vbjEKd3,No Shortcuts to the Top: Climbing the World's 14 Highest Peaks,,Penguin Random House Audio,9781415934357,English,9,5.0
iuLLbLr8EZ3m9jze7AZhpA,On the Plain of Snakes,,W.F.Howes Ltd.,9781528881715,English,5,0
JGsALiZbQaYckpf75THgdN,Shackleton's Way: Leadership Lessons From the Great Antarctic Explorer,,Penguin Random House Audio,9781415911075,English,5,0
BZqdyaVybX4Yj56DorgKir,The Orchid Thief: A True Story of Beauty and Obsession,,Penguin Random House Audio,9780375418785,English,1,0
XueJDLbYjV755Ey3qyjr6M,Four Seasons in Rome: On Twins| Insomnia| and the Biggest Funeral in the History of the World,,Simon and Schuster,9781442394988,English,1,0
LHsdU7JuPWHSvPw6XN3Yzt,What They Knew,Marion Todd,Canelo,9781800321021,English,5,5.0
2GS2DoAWhaDET7rWDN445F,War of the Squirrels,Kirsten Weiss,misterio press,9781944767624,English,0,5.0
RWT9sH3WS7wY5tNuUzWj4Z,Missing and Endangered,J. A. Jance,HarperCollins,9780062853486,English,2,0
kHZTDiGRNekAx9deoKLsvJ,The Deep Abiding,Sean Black,SBD,,English,6,4.7
F4nNMBwup8EsKV3SGWkhXt,The Perfect Facade (A Jessie Hunt Psychological Suspense Thriller—Book Twelve),Blake Pierce,Blake Pierce,9781094372068,English,5,4.6
VzY8rXjodmjbvNnaZwiMzM,A Stranger in Town,Kelley Armstrong,Minotaur Books,9781250786593,English,8,4.5
cWvLo8AJPoJfQdqQyNrC5Z,A Fatal Lie,Charles Todd,HarperCollins,9780062905581,English,0,0
RUuFcNfm9HK5SZ8FuKockU,The Echo Wife,Sarah Gailey,Tor Books,9781250174659,English,8,4.5
cVDHBbtqDcJaXqHejDkyMT,The Road To Nowhere: A Sylvia Wilcox Mystery Book 5,Braylee Parkinson,Braylee Parkinson| LLC,,English,8,1.0
ZYWDmqX5KAN96MJDjA9PpA,July in August: One Girl's Struggles with an Opioid Addicted Mother,Maryjo Paradis-Smith,Scribl,9781633484375,English,4,0
4xzJTUriToLSqk5xForhME,An Extravagant Death,Charles Finch,Minotaur Books,9781250767141,English,3,5.0
6Uywd4svovrQMP7Sd863YP,The Power Couple: A Novel,Alex Berenson,Simon and Schuster,9781982103712,English,1,0
Fp7TA8hsaRU6hoAVBwEVXi,Fortune Funhouse,Jana DeLeon,Jana DeLeon,9781940270777,English,7,4.9
bwDSQMYB3t2urueXzoTpiP,Black Widows,Cate Quinn,Sourcebooks| Inc.,9781728220475,English,0,0
MAStaaqW4whmSMp9k2YW8R,Beachfront Bakery: A Murderous Macaron (A Beachfront Bakery Cozy Mystery—Book 2),Fiona Grace,Fiona Grace,9781094371665,English,4,3.7
JL2EuUbct6sFm8AtcfpVLa,Skeptic in Salem: An Episode of Crime (A Dubious Witch Cozy Mystery—Book 2),Fiona Grace,Fiona Grace,9781094371542,English,6,4.8
esk7UWKhhWjbAJLTWjUbJw,A Simple Murder: A Kate Burkholder Short Story Collection,Linda Castillo,St. Martin's Paperbacks,9781250783622,English,3,0
g9VNrJwPLWFHZMMKZ6H5wu,Relentless,Mark Greaney,Penguin,9780593098967,English,9,0
Y9sSaVdf7r8HAcgDxNfb92,Faithless in Death: An Eve Dallas Novel,J. D. Robb,St. Martin's Press,9781250272751,English,3,4.7
UyYdWubkrBXXxruxC5Hcj4,It All Falls Down,Denise Grover Swank,DGS,9781940562377,English,5,4.8
Cquikb43DhyFdXLp9JfMDE,SEALs of Honor: Baylor,Dale Mayer,Valley Publishing Ltd.,9781773363936,English,6,4.8
oLVwxCUyCVgWHpK942X3VR,Sucker Punch (A Holly Hands Cozy Mystery—Book #2),Mia Gold,Mia Gold,9781094372174,English,7,0
hVKqZqSkaFxshe7JAA2EnF,Slay Misty for Me,elise sax,13 Lakes Publishing,,English,8,5.0
KXCMPGn65A68gb8Weubnj6,Her Perfect Bones,Ellery Kane,Bookouture,9781838888619,English,4,4.4
jdBs3qML37L3BZJFepwvSQ,Do No Harm,Christina McDonald,Simon and Schuster,9781982142629,English,9,5.0
UjwyhD5R2VdE3NCYsaptzK,Never Far Away,Michael Koryta,Little| Brown,9780316535915,English,4,0
Spu2S2yrTC3nhH6Wz6gaNk,Murder With a View,Diane Kelly,St. Martin's Paperbacks,9781250197498,English,9,4.0
QsuRmd4byh9FcpiNuvAyz3,Loved by the Bear - Book 2,V. Vaughn,Sugarloaf Press,,English,5,4.0
ZukHH2KjqP9u9PdnDQP4Qj,Sweethearts Can Be Murder,Connie Shelton,Secret Staircase Books| an imprint of Columbine Publishing Group,9781945422942,English,6,0
QHijA59UMoFfCYQFpPchKA,The Burning Girls: A Novel,C. J. Tudor,Ballantine Books,9781984825032,English,1,5.0
ZLPyFAQCaHMzYjdLgH6KHz,Slough House,Mick Herron,Soho Press,9781641292375,English,3,0
2guSCQ2ETCWa8hUp2Si5zC,The Accused,Jana DeLeon,Harlequin,9780369705518,English,7,4.0
g6C3kykzw2tWXnCcF3nABD,Mythic Mysteries,T.K. Eldridge,Graffridge Publishing,,English,2,0
Xg2crTREAoz7CwqgffeXRH,Lola on Fire: A Novel,Rio Youers,HarperCollins,9780063001022,English,6,0
ko76E34efUseuHodJfcmo9,The Minders,John Marrs,Penguin,9780593334744,English,6,0
PwR2s344Pq7GvjGVgeFpDd,A Flood of Posies,Tiffany Meuret,Black Spot Books,9781645480273,English,7,0
BGpXmGea5KB7rtsmTMV4oS,Slipping on Karma Peels,F.J. Blooding,Whistling Book Press,9781947790513,English,4,0
7vADLL4WKcsk2T3BoNCfTe,The Future Is Yours: A Novel,Dan Frey,Del Rey,9780593158227,English,5,0
Rzdh7RbyYViD5vwBMcGfLw,The Sinner,Martyn Waites,Blackstone Publishing,9781982548803,English,5,5.0
j6gV868SusyA53CNzLmNMw,Killing in the Village Commons,Cate Martin,Ratatoskr Press,9781951439569,English,3,0
KXWwg2pFAHFWyvQWJrEaCk,Cuckoo Strapped,Julia Derek,Julia Derek,,English,7,0
WKYyQeLYdWVJ5wctN6vK9C,You Knew the Price,Susan Kaye Quinn,Twisted Space LLC,,English,4,0
6Fiv3gnGArexNtmkSUk8os,Suicide Squeeze,TG Wolff,Down & Out Books,,English,5,0
d3wBcJcWePmnFvYKTKWPjN,A Case for the Candle Maker,Candace Havens,Tule Publishing,9781953647702,English,9,5.0
YwoVE7sJLDDRSJp7g9TztC,Red Flags,Juris Jurjevics,Soho Press,9781641292337,English,7,3.8
